id_venta,producto,precio,cantidad,fecha_venta,categoria,precio_total
2231,Parlantes Bluetooth,$42.98,7,19/01/2024,Electrónica,300.86
401,Lámpara de mesa,$69.47,8,20/01/2024,Decoración,555.76
788,Rincón de plantas,$85.75,3,20/01/2024,Decoración,257.25
1007,Horno eléctrico,$98.42,8,20/01/2024,Electrodomésticos,787.36
1489,Batidora,$95.59,3,20/01/2024,Electrodomésticos,286.77
2187,Cámara digital,$108.61,2,20/01/2024,Electrónica,217.22
2588,SmartWatch,$83.01,11,20/01/2024,Electrónica,913.11
2721,Parlantes Bluetooth,$40.74,6,20/01/2024,Electrónica,244.44
2897,Cámara digital,$71.45,5,20/01/2024,Electrónica,357.25
2987,Cámara digital,$91.13,8,20/01/2024,Electrónica,729.04
59,Lámpara de mesa,$121.72,8,21/01/2024,Decoración,973.76
754,Jarrón decorativo,$91.53,12,21/01/2024,Decoración,1098.36
1117,Horno eléctrico,$103.57,1,21/01/2024,Electrodomésticos,103.57
1140,Plancha de vapor,$27.61,7,21/01/2024,Electrodomésticos,193.27
1145,Lavadora,$67.20,11,21/01/2024,Electrodomésticos,739.20
1286,Secadora,$84.50,11,21/01/2024,Electrodomésticos,929.50
1754,Aspiradora,$104.86,8,21/01/2024,Electrodomésticos,838.88
1882,Cafetera,$51.16,12,21/01/2024,Electrodomésticos,613.92
2560,Consola de videojuegos,$87.23,5,21/01/2024,Electrónica,436.15
442,Cuadro decorativo,$29.17,1,22/01/2024,Decoración,29.17
547,Elementos de cerámica,$83.81,6,22/01/2024,Decoración,502.86
984,Jarrón decorativo,$26.97,5,22/01/2024,Decoración,134.85
1106,Secadora,$91.54,2,22/01/2024,Electrodomésticos,183.08
1808,Cafetera,$45.98,3,22/01/2024,Electrodomésticos,137.94
1981,Freidora eléctrica,$48.68,8,22/01/2024,Electrodomésticos,389.44
80,Adorno de pared,$51.56,5,23/01/2024,Decoración,257.80
189,Lámpara de mesa,$26.42,2,23/01/2024,Decoración,52.84
839,Lámpara de mesa,$96.37,5,23/01/2024,Decoración,481.85
947,Elementos de cerámica,$117.34,1,23/01/2024,Decoración,117.34
1592,Cafetera,$86.79,3,23/01/2024,Electrodomésticos,260.37
2690,Consola de videojuegos,$102.40,2,23/01/2024,Electrónica,204.80
39,Lámpara de mesa,$57.35,12,24/01/2024,Decoración,688.20
164,Jarrón decorativo,$66.27,1,24/01/2024,Decoración,66.27
196,Cortinas,$90.87,4,24/01/2024,Decoración,363.48
768,Rincón de plantas,$89.47,2,24/01/2024,Decoración,178.94
1515,Lavadora,$108.37,1,24/01/2024,Electrodomésticos,108.37
1786,Secadora,$40.63,3,24/01/2024,Electrodomésticos,121.89
1977,Horno eléctrico,$45.79,7,24/01/2024,Electrodomésticos,320.53
2354,Tablet,$27.98,8,24/01/2024,Electrónica,223.84
2543,Smartphone,$91.39,7,24/01/2024,Electrónica,639.73
2623,Smartphone,$27.32,7,24/01/2024,Electrónica,191.24
2982,Televisor,$26.70,9,24/01/2024,Electrónica,240.30
85,Alfombra,$71.14,2,25/01/2024,Decoración,142.28
983,Espejo decorativo,$123.22,10,25/01/2024,Decoración,1232.20
1378,Cafetera,$96.94,4,25/01/2024,Electrodomésticos,387.76
1485,Lavadora,$66.16,4,25/01/2024,Electrodomésticos,264.64
1503,Microondas,$39.45,9,25/01/2024,Electrodomésticos,355.05
2121,Parlantes Bluetooth,$100.60,6,25/01/2024,Electrónica,603.60
2340,Consola de videojuegos,$109.68,5,25/01/2024,Electrónica,548.40
2502,Televisor,$77.83,8,25/01/2024,Electrónica,622.64
2619,Proyector,$70.10,10,25/01/2024,Electrónica,701.00
2735,Auriculares,$93.37,10,25/01/2024,Electrónica,933.70
2948,SmartWatch,$29.15,2,25/01/2024,Electrónica,58.30
73,Espejo decorativo,$52.58,9,26/01/2024,Decoración,473.22
621,Lámpara de mesa,$70.60,6,26/01/2024,Decoración,423.60
787,Elementos de cerámica,$106.39,6,26/01/2024,Decoración,638.34
933,Espejo decorativo,$110.02,1,26/01/2024,Decoración,110.02
1768,Cafetera,$120.32,9,26/01/2024,Electrodomésticos,1082.88
2252,Televisor,$89.27,8,26/01/2024,Electrónica,714.16
2305,Auriculares,$31.03,9,26/01/2024,Electrónica,279.27
218,Rincón de plantas,$120.32,1,27/01/2024,Decoración,120.32
310,Adorno de pared,$103.79,2,27/01/2024,Decoración,207.58
496,Cortinas,$37.02,5,27/01/2024,Decoración,185.10
1360,Plancha de vapor,$95.10,2,27/01/2024,Electrodomésticos,190.20
1744,Aspiradora,$28.79,12,27/01/2024,Electrodomésticos,345.48
1877,Horno eléctrico,$53.46,4,27/01/2024,Electrodomésticos,213.84
2165,Auriculares,$47.24,9,27/01/2024,Electrónica,425.16
2218,SmartWatch,$54.84,1,27/01/2024,Electrónica,54.84
2222,Televisor,$33.19,9,27/01/2024,Electrónica,298.71
2546,Laptop,$30.31,2,27/01/2024,Electrónica,60.62
617,Elementos de cerámica,$28.22,4,28/01/2024,Decoración,112.88
641,Lámpara de mesa,$95.46,10,28/01/2024,Decoración,954.60
912,Cuadro decorativo,$111.56,9,28/01/2024,Decoración,1004.04
1999,Batidora,$103.27,3,28/01/2024,Electrodomésticos,309.81
2323,Smartphone,$34.50,1,28/01/2024,Electrónica,34.50
2636,Laptop,$33.07,10,28/01/2024,Electrónica,330.70
2693,Smartphone,$115.81,1,28/01/2024,Electrónica,115.81
373,Espejo decorativo,$29.77,11,29/01/2024,Decoración,327.47
1452,Cafetera,$88.56,8,29/01/2024,Electrodomésticos,708.48
1645,Lavadora,$76.50,3,29/01/2024,Electrodomésticos,229.50
2228,SmartWatch,$100.06,7,29/01/2024,Electrónica,700.42
2240,Consola de videojuegos,$43.35,8,29/01/2024,Electrónica,346.80
2245,Auriculares,$53.45,8,29/01/2024,Electrónica,427.60
2653,Smartphone,$121.22,6,29/01/2024,Electrónica,727.32
2870,Consola de videojuegos,$72.39,1,29/01/2024,Electrónica,72.39
2938,SmartWatch,$122.68,1,29/01/2024,Electrónica,122.68
2953,Smartphone,$121.00,12,29/01/2024,Electrónica,1452.00
1046,Secadora,$109.00,11,30/01/2024,Electrodomésticos,1199.00
1886,Secadora,$47.91,1,30/01/2024,Electrodomésticos,47.91
1965,Lavadora,$43.52,7,30/01/2024,Electrodomésticos,304.64
2005,Auriculares,$56.56,4,30/01/2024,Electrónica,226.24
2273,Smartphone,$59.33,2,30/01/2024,Electrónica,118.66
2522,Televisor,$94.98,2,30/01/2024,Electrónica,189.96
2784,Tablet,$41.96,9,30/01/2024,Electrónica,377.64
2945,Auriculares,$115.20,1,30/01/2024,Electrónica,115.20
50,Adorno de pared,$83.10,5,31/01/2024,Decoración,415.50
162,Cuadro decorativo,$59.60,5,31/01/2024,Decoración,298.00
259,Lámpara de mesa,$78.89,11,31/01/2024,Decoración,867.79
277,Elementos de cerámica,$52.17,7,31/01/2024,Decoración,365.19
852,Cuadro decorativo,$78.93,4,31/01/2024,Decoración,315.72
1185,Lavadora,$92.36,1,31/01/2024,Electrodomésticos,92.36
1210,Plancha de vapor,$101.96,10,31/01/2024,Electrodomésticos,1019.60
1254,Aspiradora,$74.11,11,31/01/2024,Electrodomésticos,815.21
1481,Freidora eléctrica,$121.77,12,31/01/2024,Electrodomésticos,1461.24
1898,Cafetera,$63.54,9,31/01/2024,Electrodomésticos,571.86
2185,Auriculares,$35.74,11,31/01/2024,Electrónica,393.14
2752,Auriculares,$119.77,5,31/01/2024,Electrónica,598.85
2916,Laptop,$93.91,2,31/01/2024,Electrónica,187.82
733,Espejo decorativo,$44.37,2,01/02/2024,Decoración,88.74
848,Rincón de plantas,$81.92,10,01/02/2024,Decoración,819.20
1102,Cafetera,$108.33,2,01/02/2024,Electrodomésticos,216.66
1764,Aspiradora,$112.38,10,01/02/2024,Electrodomésticos,1123.80
1813,Microondas,$89.16,5,01/02/2024,Electrodomésticos,445.80
2069,Proyector,$76.17,12,01/02/2024,Electrónica,914.04
2474,Auriculares,$123.41,8,01/02/2024,Electrónica,987.28
2680,Consola de videojuegos,$89.96,2,01/02/2024,Electrónica,179.92
380,Adorno de pared,$45.84,10,02/02/2024,Decoración,458.40
557,Elementos de cerámica,$108.86,6,02/02/2024,Decoración,653.16
828,Rincón de plantas,$27.95,7,02/02/2024,Decoración,195.65
829,Lámpara de mesa,$41.60,12,02/02/2024,Decoración,499.20
1600,Plancha de vapor,$47.60,10,02/02/2024,Electrodomésticos,476.00
2079,Proyector,$111.74,6,02/02/2024,Electrónica,670.44
2115,Auriculares,$26.00,9,02/02/2024,Electrónica,234.00
2133,Smartphone,$88.43,2,02/02/2024,Electrónica,176.86
2329,Proyector,$62.88,7,02/02/2024,Electrónica,440.16
2476,Laptop,$109.23,7,02/02/2024,Electrónica,764.61
2548,SmartWatch,$108.99,10,02/02/2024,Electrónica,1089.90
211,Lámpara de mesa,$30.03,8,03/02/2024,Decoración,240.24
541,Lámpara de mesa,$76.33,10,03/02/2024,Decoración,763.30
695,Alfombra,$51.29,2,03/02/2024,Decoración,102.58
1336,Secadora,$42.81,7,03/02/2024,Electrodomésticos,299.67
1499,Batidora,$77.53,4,03/02/2024,Electrodomésticos,310.12
2007,Cámara digital,$117.11,9,03/02/2024,Electrónica,1053.99
2068,SmartWatch,$49.23,4,03/02/2024,Electrónica,196.92
2758,SmartWatch,$81.32,6,03/02/2024,Electrónica,487.92
2851,Parlantes Bluetooth,$110.42,2,03/02/2024,Electrónica,220.84
64,Jarrón decorativo,$104.16,10,04/02/2024,Decoración,1041.60
763,Espejo decorativo,$117.99,3,04/02/2024,Decoración,353.97
1424,Aspiradora,$69.31,10,04/02/2024,Electrodomésticos,693.10
1455,Lavadora,$38.61,10,04/02/2024,Electrodomésticos,386.10
1456,Secadora,$84.24,3,04/02/2024,Electrodomésticos,252.72
2315,Auriculares,$109.07,4,04/02/2024,Electrónica,436.28
2832,Televisor,$49.23,4,04/02/2024,Electrónica,196.92
24,Jarrón decorativo,$70.51,12,05/02/2024,Decoración,846.12
40,Adorno de pared,$100.32,10,05/02/2024,Decoración,1003.20
347,Elementos de cerámica,$83.52,12,05/02/2024,Decoración,1002.24
911,Lámpara de mesa,$33.90,4,05/02/2024,Decoración,135.60
1451,Freidora eléctrica,$48.52,4,05/02/2024,Electrodomésticos,194.08
1855,Lavadora,$123.28,8,05/02/2024,Electrodomésticos,986.24
1961,Freidora eléctrica,$81.99,1,05/02/2024,Electrodomésticos,81.99
2378,SmartWatch,$72.38,1,05/02/2024,Electrónica,72.38
2426,Laptop,$47.57,4,05/02/2024,Electrónica,190.28
1064,Aspiradora,$65.00,9,06/02/2024,Electrodomésticos,585.00
1313,Microondas,$82.58,9,06/02/2024,Electrodomésticos,743.22
1848,Cafetera,$123.27,4,06/02/2024,Electrodomésticos,493.08
2267,Cámara digital,$57.81,10,06/02/2024,Electrónica,578.10
2438,SmartWatch,$45.98,3,06/02/2024,Electrónica,137.94
2566,Laptop,$70.59,9,06/02/2024,Electrónica,635.31
2617,Cámara digital,$89.53,9,06/02/2024,Electrónica,805.77
2627,Cámara digital,$102.83,5,06/02/2024,Electrónica,514.15
381,Lámpara de mesa,$124.57,3,07/02/2024,Decoración,373.71
393,Espejo decorativo,$122.11,7,07/02/2024,Decoración,854.77
662,Cuadro decorativo,$42.09,12,07/02/2024,Decoración,505.08
770,Adorno de pared,$103.74,5,07/02/2024,Decoración,518.70
895,Alfombra,$102.72,2,07/02/2024,Decoración,205.44
1340,Plancha de vapor,$48.48,10,07/02/2024,Electrodomésticos,484.80
1422,Cafetera,$109.97,2,07/02/2024,Electrodomésticos,219.94
1554,Aspiradora,$124.82,3,07/02/2024,Electrodomésticos,374.46
2584,Auriculares,$42.67,6,07/02/2024,Electrónica,256.02
163,Espejo decorativo,$30.11,12,08/02/2024,Decoración,361.32
367,Elementos de cerámica,$47.00,2,08/02/2024,Decoración,94.00
745,Alfombra,$50.02,12,08/02/2024,Decoración,600.24
850,Adorno de pared,$112.03,9,08/02/2024,Decoración,1008.27
971,Lámpara de mesa,$79.91,8,08/02/2024,Decoración,639.28
1501,Freidora eléctrica,$58.69,4,08/02/2024,Electrodomésticos,234.76
1529,Batidora,$79.14,10,08/02/2024,Electrodomésticos,791.40
2618,SmartWatch,$64.98,11,08/02/2024,Electrónica,714.78
809,Lámpara de mesa,$58.38,4,09/02/2024,Decoración,233.52
1371,Freidora eléctrica,$95.71,4,09/02/2024,Electrodomésticos,382.84
1791,Freidora eléctrica,$51.37,9,09/02/2024,Electrodomésticos,462.33
2294,Auriculares,$54.54,9,09/02/2024,Electrónica,490.86
2668,SmartWatch,$97.01,4,09/02/2024,Electrónica,388.04
2718,SmartWatch,$110.23,11,09/02/2024,Electrónica,1212.53
135,Alfombra,$78.47,1,10/02/2024,Decoración,78.47
212,Cuadro decorativo,$52.83,12,10/02/2024,Decoración,633.96
229,Lámpara de mesa,$99.71,3,10/02/2024,Decoración,299.13
737,Elementos de cerámica,$116.82,3,10/02/2024,Decoración,350.46
840,Adorno de pared,$91.48,9,10/02/2024,Decoración,823.32
949,Lámpara de mesa,$87.04,1,10/02/2024,Decoración,87.04
1294,Aspiradora,$26.11,9,10/02/2024,Electrodomésticos,234.99
1436,Secadora,$45.43,11,10/02/2024,Electrodomésticos,499.73
1696,Secadora,$115.57,12,10/02/2024,Electrodomésticos,1386.84
2013,Smartphone,$49.34,12,10/02/2024,Electrónica,592.08
2203,Smartphone,$59.33,5,10/02/2024,Electrónica,296.65
2873,Smartphone,$74.80,5,10/02/2024,Electrónica,374.00
2973,Smartphone,$97.62,1,10/02/2024,Electrónica,97.62
43,Espejo decorativo,$81.16,2,11/02/2024,Decoración,162.32
205,Alfombra,$108.67,4,11/02/2024,Decoración,434.68
417,Elementos de cerámica,$35.97,2,11/02/2024,Decoración,71.94
462,Cuadro decorativo,$109.69,8,11/02/2024,Decoración,877.52
1730,Plancha de vapor,$101.57,10,11/02/2024,Electrodomésticos,1015.70
1901,Freidora eléctrica,$83.07,6,11/02/2024,Electrodomésticos,498.42
2440,Consola de videojuegos,$110.79,8,11/02/2024,Electrónica,886.32
2952,Televisor,$112.58,5,11/02/2024,Electrónica,562.90
362,Cuadro decorativo,$71.97,12,12/02/2024,Decoración,863.64
952,Cuadro decorativo,$72.08,11,12/02/2024,Decoración,792.88
970,Adorno de pared,$37.50,3,12/02/2024,Decoración,112.50
1963,Microondas,$96.35,3,12/02/2024,Electrodomésticos,289.05
2122,Televisor,$97.30,9,12/02/2024,Electrónica,875.70
2334,Auriculares,$57.41,4,12/02/2024,Electrónica,229.64
2714,Auriculares,$74.70,10,12/02/2024,Electrónica,747.00
116,Cortinas,$40.19,3,13/02/2024,Decoración,120.57
2379,Proyector,$108.52,12,13/02/2024,Electrónica,1302.24
2669,Proyector,$26.52,3,13/02/2024,Electrónica,79.56
2739,Proyector,$63.33,10,13/02/2024,Electrónica,633.30
2766,Laptop,$31.94,11,13/02/2024,Electrónica,351.34
2829,Proyector,$33.84,5,13/02/2024,Electrónica,169.20
151,Lámpara de mesa,$113.01,7,14/02/2024,Decoración,791.07
366,Cortinas,$92.84,1,14/02/2024,Decoración,92.84
406,Cortinas,$64.96,1,14/02/2024,Decoración,64.96
884,Jarrón decorativo,$82.89,10,14/02/2024,Decoración,828.90
1488,Cafetera,$79.98,2,14/02/2024,Electrodomésticos,159.96
1946,Secadora,$69.17,6,14/02/2024,Electrodomésticos,415.02
2154,Auriculares,$45.97,12,14/02/2024,Electrónica,551.64
2571,Parlantes Bluetooth,$123.36,5,14/02/2024,Electrónica,616.80
2871,Parlantes Bluetooth,$101.08,7,14/02/2024,Electrónica,707.56
282,Cuadro decorativo,$87.42,7,15/02/2024,Decoración,611.94
457,Elementos de cerámica,$38.25,1,15/02/2024,Decoración,38.25
946,Cortinas,$109.32,7,15/02/2024,Decoración,765.24
1353,Microondas,$98.65,2,15/02/2024,Electrodomésticos,197.30
2782,Televisor,$62.80,8,15/02/2024,Electrónica,502.40
2979,Proyector,$65.41,7,15/02/2024,Electrónica,457.87
1070,Plancha de vapor,$48.23,5,16/02/2024,Electrodomésticos,241.15
1265,Lavadora,$120.53,5,16/02/2024,Electrodomésticos,602.65
1798,Cafetera,$97.97,2,16/02/2024,Electrodomésticos,195.94
2304,Auriculares,$44.56,8,16/02/2024,Electrónica,356.48
2595,Auriculares,$81.96,2,16/02/2024,Electrónica,163.92
2825,Auriculares,$39.92,4,16/02/2024,Electrónica,159.68
727,Elementos de cerámica,$108.86,6,17/02/2024,Decoración,653.16
